Isuru_014|api dæn pivisennē mæratan devæni pæyaṭa, mē pæyēdī mā balāporottu vanavā.|api dæn pivisennē mæratan devæni pæyaṭa, mē pæyēdī mā balāporottu vanavā.
Isuru_015|eka tænaka sampiḍanayak æti vana viṭa ēt samaṉga ma tavat tænaka|eka tænaka sampiḍanayak æti vana viṭa ēt samaṉga ma tavat tænaka
Isuru_016|oyālā kanavā nēda? mama læb ekē innavā oyālā kālā ivaravelā maṭa katā karanna|oyālā kanavā nēda mama læb ekē innavā oyālā kālā ivaravelā maṭa katā karanna
Isuru_017|mama idiriyēdī anivāryayenma varḍpres valadī oba asā æti kāraṇāva visadā dennam|mama idiriyēdī anivāryayenma varḍpres valadī oba asā æti kāraṇāva visadā dennam
Isuru_018|vayalāgē nītyānukūla avasaraya mata pantiyen piṭat vūvada, pināṭa asu vū viṭa vayalā pantiyen doṭṭa dæmūvēda næta|vayalāgē nītyānukūla avasaraya mata pantiyen piṭat vūvada, pināṭa asu vū viṭa vayalā pantiyen doṭṭa dæmūvēda næta
Isuru_019|metænadī muladī job ekakaṭa æplayi karana vidiya hoyāganna ṭikak amāruyi|metænadī muladī job ekakaṭa æplayi karana vidiya hoyāganna ṭikak amāruyi
Isuru_020|ādara bōnikkan  væḍihiṭiyan pamaṇak mema lipiya balanna.|ādara bōnikkan væḍihiṭiyan pamaṇak mema lipiya balanna.
Isuru_021|itihāsa katāvakaṭa artha nirūpaṇa dena eka lēsi væḍak neveyi, ē vagēma parissamin karanna ōna deyak|itihāsa katāvakaṭa artha nirūpaṇa dena eka lēsi væḍak neveyi, ē vagēma parissamin karanna ōna deyak
Isuru_022|pahugiya kālē navalōkē brānc ekakut vahanna unā, ḍenṭal eks rē anit loku ekakin aragena ēkaṭa layisan tibilat|pahugiya kālē navalōkē brānc ekakut vahanna unā, ḍenṭal eks rē anit loku ekakin aragena ēkaṭa layisan tibilat
Isuru_023|manda eya obē ruvaṭa menma obē pauruşayaṭa da balavat hāniyak æti karavana bævini.|manda eya obē ruvaṭa menma obē pauruşayaṭa da balavat hāniyak æti karavana bævini.
Isuru_024|itin mē daruvo loku unāmat balāporottu venne ēkama tamā|itin mē daruvo loku unāmat balāporottu venne ēkama tamā
Isuru_025|galē keṭū akura vagē kavaradāvat‌ nomækenna æṉdilā|galē keṭū akura vagē kavaradāvat nomækenna æṉdilā
Isuru_026|indīya vyāpārikayāgē kāryālayaṭa ā koṭi sāmājikayāya kiyana pudgalayā haṉdunā ganna parīkşaṇa karanavā polisiya adhikaraṇayaṭa danvayi.|indīya vyāpārikayāgē kāryālayaṭa ā koṭi sāmājikayāya kiyana pudgalayā haṉdunā ganna parīkşaṇa karanavā polisiya adhikaraṇayaṭa danvayi.
Isuru_027|śrī laṁkā viśvavidyāla uttara sabhāva, śrī laṁkā sāhitya maṇḍalaya, rājya lēkhanāgāra maṇḍalaya|śrī laṁkā viśvavidyāla uttara sabhāva, śrī laṁkā sāhitya maṇḍalaya, rājya lēkhanāgāra maṇḍalaya
Isuru_028|soyā gat maḷa siruru pahaḷoven navayakma sebaḷungē vana atara itiri haya sāmānya væsiyangēya.|soyā gat maḷa siruru pahaḷoven navayakma sebaḷungē vana atara itiri haya sāmānya væsiyangēya.
Isuru_029|amātyāṁśa haya kaṭa nava lēkamvaru|amātyāṁśa haya kaṭa nava lēkamvaru
Isuru_030|āsāditayan væḍi saṁkhyāvak vārtā vīmaṭa pradhāna hētuva, ē saṉdahā kerena rudhira parīkşāvan væḍi vaśayen sidu kirīmaṭa|āsāditayan væḍi saṁkhyāvak vārtā vīmaṭa pradhāna hētuva, ē saṉdahā kerena rudhira parīkşāvan væḍi vaśayen sidu kirīmaṭa
Isuru_031|sudīka gē vehesa nisāma mē særē pāpandu lōka kusalānaya gæna venadaṭa vaḍā|sudīka gē vehesa nisāma mē særē pāpandu lōka kusalānaya gæna venadaṭa vaḍā
Isuru_032|parigaṇaka āśrita dēval siyalla tamangē bhāşāva satuva sthāvara nam hā oba visin eya siyalu dæna gænīmaṭa|parigaṇaka āśrita dēval siyalla tamangē bhāşāva satuva sthāvara nam hā oba visin eya siyalu dæna gænīmaṭa
Isuru_033|stutiyi kuruṭṭā panaha gahanna apiṭa tava kal tiyē, suba pætum ajit aṁkal.|stutiyi kuruṭṭā panaha gahanna apiṭa tava kal tiyē, suba pætum ajit aṁkal.
Isuru_034|ē ahapu velāvedī ohu apiṭa kivvā dahasaya hō dāhat vænidā nilāmgē tāttā balanna ennam kiyalā.|ē ahapu velāvedī ohu apiṭa kivvā dahasaya hō dāhat vænidā nilāmgē tāttā balanna ennam kiyalā.
Isuru_035|paḷāt sabhā mætivaraṇaya mē vasarē sæptæmbarayen pasuva pævætvīmaṭa niyamitaya|paḷāt sabhā mætivaraṇaya mē vasarē sæptæmbarayen pasuva pævætvīmaṭa niyamitaya
Isuru_036|mema avasthāvaṭa pradhāna ārādhita amuttā vaśayen karmānta hā vāṇija kaṭayutu piḷibaṉda garu amātya rişāḍ badurdīn|mema avasthāvaṭa pradhāna ārādhita amuttā vaśayen karmānta hā vāṇija kaṭayutu piḷibaṉda garu amātya rişāḍ badurdīn
Isuru_037|siyaluma rajayē sēvakayangē mulika væṭupa mē masa paḷamudina siṭa nævata sīyaṭa visideka kin hā væṭup vardhakaya siyayaṭa|siyaluma rajayē sēvakayangē mulika væṭupa mē masa paḷamudina siṭa nævata sīyaṭa visideka kin hā væṭup vardhakaya siyayaṭa
Isuru_038|ætta ætta hadissiye ōka holavanna yana velāvē mārama vaṭinākamak tiyanavā.|ætta ætta hadissiye ōka holavanna yana velāvē mārama vaṭinākamak tiyanavā.
Isuru_039|ē anuva pæhædilivama æya tuḷa ættē tamanṭa vaḍā janādhipati tanaturē kisiyam sārthakatvayak|ē anuva pæhædilivama æya tuḷa ættē tamanṭa vaḍā janādhipati tanaturē kisiyam sārthakatvayak
Isuru_040|ē kiyanne ara naṁgi giya kaḍē edā havasa vahala|ē kiyanne ara naṁgi giya kaḍē edā havasa vahala
Isuru_041|itā vivṛtava esēma niværadi pudgala hadunvādīmakin torava hā kisidu bādhāvakin torava tama adahas|itā vivṛtava esēma niværadi pudgala hadunvādīmakin torava hā kisidu bādhāvakin torava tama adahas
Isuru_042|hatara gigā bayiṭ ṭōranṭ fayil eka metænin labāganna pahata di æti ṭoranṭ fayil eka denu labannē,ætæm vidēśayan|hatara gigā bayiṭ ṭōranṭ fayil eka metænin labāganna pahata di æti ṭoranṭ fayil eka denu labannē,ætæm vidēśayan
Isuru_043|etera vennaṭa apahasu mē lōkayē tiyena bhayānakama pāḷam hatara gaṁgā, æḷa, doḷa valin etera venna tiyena|etera vennaṭa apahasu mē lōkayē tiyena bhayānakama pāḷam hatara gaṁgā, æḷa, doḷa valin etera venna tiyena
Isuru_044|api mona pāren æḷaṭa giyat meyālagē gē gāvin yannama venavā|api mona pāren æḷaṭa giyat meyālagē gē gāvin yannama venavā
Isuru_045|mema kālaya ætuḷata ālindayaṭa enuyē nivasē siṭina siyalu denāmaya|mema kālaya ætuḷata ālindayaṭa enuyē nivasē siṭina siyalu denāmaya
Isuru_046|indiyāvē, pilipīnayē taram saṁkramaṇayaṭa upakāra vana adhyāpana kramayak saha sahayōgayak|indiyāvē, pilipīnayē taram saṁkramaṇayaṭa upakāra vana adhyāpana kramayak saha sahayōgayak
Isuru_047|lōkayē pavatina tattvayanṭa vaḍāt hoṉdin praticāra dakvana raṭaval uḍaṭa enavā.|lōkayē pavatina tattvayanṭa vaḍāt hoṉdin praticāra dakvana raṭaval uḍaṭa enavā.
Isuru_048|ē vagēma nalin ayiya vagē kaṭṭiya ekkahu velā ē gæna yamak karanna hadana ekat aganā deyak|ē vagēma nalin ayiya vagē kaṭṭiya ekkahu velā ē gæna yamak karanna hadana ekat aganā deyak
Isuru_049|itin meyālā plǣn karā eyālagē nagarē tiyena bæṁkuva kaḍanna|itin meyālā plǣn karā eyālagē nagarē tiyena bæṁkuva kaḍanna
Isuru_050|apa kavrut dannā paridi klinṭan evakaṭa janādhipati vū obāmā visin anumata karana lada apēkşikāva viya.|apa kavrut dannā paridi klinṭan evakaṭa janādhipati vū obāmā visin anumata karana lada apēkşikāva viya.
Isuru_051|katāvē apē vena ekekṭa gedarat inna næti kaḷa ekāma tamā|katāvē apē vena ekekṭa gedarat inna næti kaḷa ekāma tamā
Isuru_052|evæni balayak hō varamak penennaṭa næti kala æyagē mema prakāśaya piḷibaṉdava āṇḍuva kelesa kaṭayutu karanavāda yanna|evæni balayak hō varamak penennaṭa næti kala æyagē mema prakāśaya piḷibaṉdava āṇḍuva kelesa kaṭayutu karanavāda yanna
Isuru_053|mema jātivādī piris raṭē janatāvaṭa saṁvēdī mātṛkāvan hā tēmā pāṭhayan tōrāgena tama paṭu aramuṇu mudunpat praticāra|mema jātivādī piris raṭē janatāvaṭa saṁvēdī mātṛkāvan hā tēmā pāṭhayan tōrāgena tama paṭu aramuṇu mudunpat praticāra
Isuru_054|ohu kivvē æmerikāvē mīḷaṉga meheyum abhyavakāśayē iṉdan karanna kālaya hari kiyalā|ohu kivvē æmerikāvē mīḷaṉga meheyum abhyavakāśayē iṉdan karanna kālaya hari kiyalā
Isuru_055|tavada, dænaṭa ema dōşa ivat karamin siṭina bavat pævasīya.|tavada, dænaṭa ema dōşa ivat karamin siṭina bavat pævasīya.
Isuru_056|mevæni naruma adhipativādī, hiṁsākarī samājayak yahamaga gænvīma kerehi muḷu lōkayēma avadhānaya yomu viya yutuya.|mevæni naruma adhipativādī, hiṁsākarī samājayak yahamaga gænvīma kerehi muḷu lōkayēma avadhānaya yomu viya yutuya.
Isuru_057|mē lipiya kiyavapu saha eyin adahasak gat sæmaṭama stutiyi|mē lipiya kiyavapu saha eyin adahasak gat sæmaṭama stutiyi
Isuru_058|itin‌ mokak‌ da ōna?ehenam‌ apē ammāṭa|itin mokak da ōnaehenam apē ammāṭa
Isuru_059|ægē ema udyōgimat sahayōgaya maṭa avaśya toraturu labā dena tek hā in pasuvat pavatī yæyi viśvāsayi|ægē ema udyōgimat sahayōgaya maṭa avaśya toraturu labā dena tek hā in pasuvat pavatī yæyi viśvāsayi
Isuru_060|mē vidihaṭa nivāsa valaṭa bedilā hiṭiyaṭa samahara velāvaṭa fiṭ eka væḍi kamaṭa venat nivāsavala unut|mē vidihaṭa nivāsa valaṭa bedilā hiṭiyaṭa samahara velāvaṭa fiṭ eka væḍi kamaṭa venat nivāsavala unut
Isuru_061|hæbæyi hæma naḷuvekuṭama mē vidiyaṭa væmpayar citrapaṭi nogælapena avasthāt tiyenavā|hæbæyi hæma naḷuvekuṭama mē vidiyaṭa væmpayar citrapaṭi nogælapena avasthāt tiyenavā
Isuru_062|bibila vijayamuṇi soyisā saṁskṛtika madhyasthānayē dī saha havasa tuna ṭa ambalantoṭa al akbār mahā vidyālayē dī pævætviṇi.|bibila vijayamuṇi soyisā saṁskṛtika madhyasthānayē dī saha havasa tuna ṭa ambalantoṭa al akbār mahā vidyālayē dī pævætviṇi.
Isuru_063|ohu kīvē avaśyavannē æṉdumak pamaṇak bavat siyalla ovun sapayana bavatya.|ohu kīvē avaśyavannē æṉdumak pamaṇak bavat siyalla ovun sapayana bavatya.
Isuru_064|meyālagen parissam karaganna ōna monavada kiyalā dænaṭamat oyālā dannavā æti nē|meyālagen parissam karaganna ōna monavada kiyalā dænaṭamat oyālā dannavā æti nē
Isuru_065|amātya ācārya sarat amuṇugama mahatā visin mē piḷibaṉda amātya maṇḍalayaṭa dænum denu læbīya.|amātya ācārya sarat amuṇugama mahatā visin mē piḷibaṉda amātya maṇḍalayaṭa dænum denu læbīya.
Isuru_066|ṭræval karanna āsa ayaṭa hoṉdama krama pahak ṭræval karana eka vinōdāṁśayak kara gatta ayaṭayi ada lipiya.|ṭræval karanna āsa ayaṭa hoṉdama krama pahak ṭræval karana eka vinōdāṁśayak kara gatta ayaṭayi ada lipiya.
Isuru_067|maitrī pilē ætæm mæti æmæti pirisakagē sahāya paḷavī æti bavat dēśapālana āraṁci mārga saṉdahan karayi.|maitrī pilē ætæm mæti æmæti pirisakagē sahāya paḷavī æti bavat dēśapālana āraṁci mārga saṉdahan karayi.
Isuru_068|emenma narak vū dat pavitra nokirīma hō ivat nokirīma nisāt, nisi lesa dat pavitra nokirīmen dat|emenma narak vū dat pavitra nokirīma hō ivat nokirīma nisāt, nisi lesa dat pavitra nokirīmen dat
Isuru_069|ēt ē kisivak mē pirisa visin soyā gena æti koṭana lada akşaravalaṭa samāna næta.|ēt ē kisivak mē pirisa visin soyā gena æti koṭana lada akşaravalaṭa samāna næta.
Isuru_070|miyayāmaṭa hētuva tavamat anāvaraṇaya vī nomæti atara nōvā nil citrapaṭivala raṉgapǣma ārambha kara ættē giya vasarēdī.|miyayāmaṭa hētuva tavamat anāvaraṇaya vī nomæti atara nōvā nil citrapaṭivala raṉgapǣma ārambha kara ættē giya vasarēdī.
Isuru_071|ada dina udǣsana mema utsavaya sāma udyānayēdī utsavaśrīyen sælasum kara tibē.|ada dina udǣsana mema utsavaya sāma udyānayēdī utsavaśrīyen sælasum kara tibē.
Isuru_072|antarjātika āyatanayak maṉgin śrī laṁkāvē siyalu paudgalika saukhya āyatanavala gāstu viślēşaṇaya kara gænīmen pasuva mē mila|antarjātika āyatanayak maṉgin śrī laṁkāvē siyalu paudgalika saukhya āyatanavala gāstu viślēşaṇaya kara gænīmen pasuva mē mila
Isuru_073|tājuḍīn gæna sīayiḍīya śirantigen saha yōşitagen praśna kirīmaṭa yayi|tājuḍīn gæna sīayiḍīya śirantigen saha yōşitagen praśna kirīmaṭa yayi
Isuru_074|ē kāle gampaha nagarayē mē vişayan dekaṭama nam darāpu guruvaru dennek tamayi mē panti vala igænvūyē.|ē kāle gampaha nagarayē mē vişayan dekaṭama nam darāpu guruvaru dennek tamayi mē panti vala igænvūyē.
Isuru_075|vǣn‌ ratha men‌ ma pāsalaṭa idiriyen‌ ehā mehā yana venat‌|vǣn ratha men ma pāsalaṭa idiriyen ehā mehā yana venat
Isuru_076|itin īṭa passē eyāṭayi, kaṭat æragana unnu ammaṭayi menna mē katāva kīvā.|itin īṭa passē eyāṭayi, kaṭat æragana unnu ammaṭayi menna mē katāva kīvā.
Isuru_077|apē pahala taṭṭuvē ṭoyilaṭ eka hadanakoṭa mama paha vasarē vitara poḍi ekā.|apē pahala taṭṭuvē ṭoyilaṭ eka hadanakoṭa mama paha vasarē vitara poḍi ekā.
Isuru_078|keṭi kabāyak‌ uḍin‌ æṉda toppiya da damā|keṭi kabāyak uḍin æṉda toppiya da damā
Isuru_079|passē mē bat valin ṭikak magē plāsṭik peṭṭiyaṭa dāgena raṭalūṇu dāpu ala hoddat ekka iskōlet aragena|passē mē bat valin ṭikak magē plāsṭik peṭṭiyaṭa dāgena raṭalūṇu dāpu ala hoddat ekka iskōlet aragena
Isuru_080|itiṁ ehev duvaṭa kontrāt ekak dennaṭa bæri nam appaccigē æmatikama mahāmārga noveyi nivan mārga vuṇat æti|itiṁ ehev duvaṭa kontrāt ekak dennaṭa bæri nam appaccigē æmatikama mahāmārga noveyi nivan mārga vuṇat æti
Isuru_081|mata nævatilā oya dēma maṭat hitenavā heḍar eka hadalā dīlā hana gahapu eka nam kætayi.|mata nævatilā oya dēma maṭat hitenavā heḍar eka hadalā dīlā hana gahapu eka nam kætayi.
Isuru_082|avaśya nam jātika ārakşāva saṉdahā nīti sampādanaya kirīmaṭa piyavara gannavā. jātika ārakşāva tahavuru kirīma|avaśya nam jātika ārakşāva saṉdahā nīti sampādanaya kirīmaṭa piyavara gannavā. jātika ārakşāva tahavuru kirīma
Isuru_083|ē gedaraṭa yana puṁci pāra hoyā gannat bæri unā eka pāraṭama|ē gedaraṭa yana puṁci pāra hoyā gannat bæri unā eka pāraṭama
Isuru_084|anurādhapuraya, mātalē ,kuruṇǣgala distrik tunaṭa māyimva pihiṭi ativiśāla pallekælē rakşitayē dæva jāvāramak koṭu kara ganī.|anurādhapuraya, mātalē ,kuruṇǣgala distrik tunaṭa māyimva pihiṭi ativiśāla pallekælē rakşitayē dæva jāvāramak koṭu kara ganī.
Isuru_085|edā sṭænlin væni komiyunisṭ nāyakayot hiṭlarṭa viruddhava yuddha kaḷā pamaṇak noveyi, ovun ehi dī ovunṭa|edā sṭænlin væni komiyunisṭ nāyakayot hiṭlarṭa viruddhava yuddha kaḷā pamaṇak noveyi, ovun ehi dī ovunṭa
Isuru_086|purāvidyāgnayō edā kīvē ehi æti asthi kæbali ætuḷat baṉdun mata yēsu pavulē ayagē nam koṭā æti|purāvidyāgnayō edā kīvē ehi æti asthi kæbali ætuḷat baṉdun mata yēsu pavulē ayagē nam koṭā æti
Isuru_087|æmati saṁkhyāva aḍu karanavā kiyamin dedahas pahaḷova janādhipativaraṇaya saha dedahas pahaḷova agōstu pārlimēntu mætivaraṇa jayagattada janatāvaṭa dun porondu|æmati saṁkhyāva aḍu karanavā kiyamin dedahas pahaḷova janādhipativaraṇaya saha dedahas pahaḷova agōstu pārlimēntu mætivaraṇa jayagattada janatāvaṭa dun porondu
Isuru_088|jīnivā hi mānava himikam kavunsilayaṭa samagāmīva pævætvena ræsvīm kihipayakadīma trastavādaya vælækvīmē panata yaṭatē rimānḍ bandhanāgāragata koṭa|jīnivā hi mānava himikam kavunsilayaṭa samagāmīva pævætvena ræsvīm kihipayakadīma trastavādaya vælækvīmē panata yaṭatē rimānḍ bandhanāgāragata koṭa
Isuru_089|kohomadayāluvane goḍa davasakaṭa passē ada man kiyanna yanne poḍi sofṭ veyā ekak gæna ḍemo tiyanavane|kohomadayāluvane goḍa davasakaṭa passē ada man kiyanna yanne poḍi sofṭ veyā ekak gæna ḍemo tiyanavane
Isuru_090|nægenahira yurōpayē sagata kālē aśva mas kohomat kāla tibenavā|nægenahira yurōpayē sagata kālē aśva mas kohomat kāla tibenavā
Isuru_091|maḍol‌ dūva væni navakatā kiyavā æta|maḍol dūva væni navakatā kiyavā æta
Isuru_092|mōsasgē nītiyaṭa anuva gasaka ellā mæruṇu kenekugē sirura edina rātriya purā esē tibennaṭa nohæriya yutuya.|mōsasgē nītiyaṭa anuva gasaka ellā mæruṇu kenekugē sirura edina rātriya purā esē tibennaṭa nohæriya yutuya.
Isuru_093|aitihāsika toraturu atin da ema granthaya niværadi viya yutu yi.|aitihāsika toraturu atin da ema granthaya niværadi viya yutu yi.
Isuru_094|namut ema illīma ovun pratikşēpa kara tibuṇē kāryabahulatvaya hētuvak vaśayen saṉdahan karamini.|namut ema illīma ovun pratikşēpa kara tibuṇē kāryabahulatvaya hētuvak vaśayen saṉdahan karamini.
Isuru_095|ācārya indrajit kumārasvāmi nava maha bæṁku adhipati|ācārya indrajit kumārasvāmi nava maha bæṁku adhipati
Isuru_096|ū kohoma hita hadāgena giyāda mandā ara akkāgē koluvava balanna ēkit ekka.|ū kohoma hita hadāgena giyāda mandā ara akkāgē koluvava balanna ēkit ekka.
Isuru_097|eka davasak mama ahamben vagē magē bayik ekē nægala oya pætten giyā|eka davasak mama ahamben vagē magē bayik ekē nægala oya pætten giyā
Isuru_098|mē atara abhiyācanādhikaraṇa niyōgayen anaturuva janādhipati maitrīpāla sirisēna saha āṇḍu pakşayē mantrīvarun pirisak atara viśēşa sākacchāvak|mē atara abhiyācanādhikaraṇa niyōgayen anaturuva janādhipati maitrīpāla sirisēna saha āṇḍu pakşayē mantrīvarun pirisak atara viśēşa sākacchāvak
Isuru_099|ē vagēma muhuṇē tetamanaya niyama gānaṭa pavatvā gena ehi aḍaṁgu lækṭik æsiḍ magin muhuṇaṭa nava penumak|ē vagēma muhuṇē tetamanaya niyama gānaṭa pavatvā gena ehi aḍaṁgu lækṭik æsiḍ magin muhuṇaṭa nava penumak
Isuru_100|anāgatavaktṛ nātāngē potaṭa sidu vūyē kumakda? abhiyāgē anāgata vākya ada bayibalayē nomættē manda? iddō liyū|anāgatavaktṛ nātāngē potaṭa sidu vūyē kumakda abhiyāgē anāgata vākya ada bayibalayē nomættē manda iddō liyū
Isuru_101|api yaddī āsanna pāsalaka ḷamayi pirisakut kumana narambanna ævit hiṭiyā, eyāla pārk‌ eka ætulaṭa giyē kuliyaṭa|api yaddī āsanna pāsalaka ḷamayi pirisakut kumana narambanna ævit hiṭiyā, eyāla pārk eka ætulaṭa giyē kuliyaṭa
Isuru_102|edāṭat ovun yuddhayaṭa vipakşa vēvi da? movun yuddhayaṭa viruddha vannē itā ma viyuktava|edāṭat ovun yuddhayaṭa vipakşa vēvi da movun yuddhayaṭa viruddha vannē itā ma viyuktava
Isuru_103|unge geval dēvagamaṭa goḍāk durayi|unge geval dēvagamaṭa goḍāk durayi
Isuru_104|ē ec em em yanu sudusu pariharaṇaya, ​​pramiti rækavaraṇaya, adhyāpanaya, puhuṇuva, sahatika kirīma saha piḷigænuma saṉdahā kæpa vū vṛttīya|ē ec em em yanu sudusu pariharaṇaya, pramiti rækavaraṇaya, adhyāpanaya, puhuṇuva, sahatika kirīma saha piḷigænuma saṉdahā kæpa vū vṛttīya
Isuru_105|ē, siya vagāvan sadahā nisi miḷak labādena lesaṭa āṇḍuvaṭa balakaramin.|ē, siya vagāvan sadahā nisi miḷak labādena lesaṭa āṇḍuvaṭa balakaramin.
Isuru_106|lōkayaṭa ādarśayak kohoma vetat būruvo dennek ekka raṭak ānḍu karana ekama raṭa śrī|lōkayaṭa ādarśayak kohoma vetat būruvo dennek ekka raṭak ānḍu karana ekama raṭa śrī
Isuru_107|itiṁ minissu tava janapriya|itiṁ minissu tava janapriya
Isuru_108|ē vitarak nemeyi api balapu pæraṇi citrapaṭi hō pæraṇi ākārayen pasutala yodāgena æti citrapaṭi ādiyet|ē vitarak nemeyi api balapu pæraṇi citrapaṭi hō pæraṇi ākārayen pasutala yodāgena æti citrapaṭi ādiyet
Isuru_109|balā porottu una ādaraya labanna bæri unāma samahara aya tavat ādarayak patannē nǣ nēda jīvitē|balā porottu una ādaraya labanna bæri unāma samahara aya tavat ādarayak patannē nǣ nēda jīvitē
Isuru_110|janādhipativarayā kaḍimuḍiyē mahanuvaraṭa gos mahā nāyaka himivarun bæhæduṭu atara, pasvana dā pārlimēntuvaṭa idikirīma saṉdahā nyāya pustakayaṭa|janādhipativarayā kaḍimuḍiyē mahanuvaraṭa gos mahā nāyaka himivarun bæhæduṭu atara, pasvana dā pārlimēntuvaṭa idikirīma saṉdahā nyāya pustakayaṭa
Isuru_111|oba vahansēgē æs‌ iru eḷiyaṭa aṉduru vī giyā viya yutu yi|oba vahansēgē æs iru eḷiyaṭa aṉduru vī giyā viya yutu yi
Isuru_112|etanin passe usas peḷaṭa vividha vişaya dhārāvan yaṭate api visirunā|etanin passe usas peḷaṭa vividha vişaya dhārāvan yaṭate api visirunā
Isuru_113|hṛdaya sākşiyen gælavenna puluvanda? tājudīngē maraṇa abhirahasa dæn kālayaka idan pravṛtti vala perali karanavā|hṛdaya sākşiyen gælavenna puluvanda tājudīngē maraṇa abhirahasa dæn kālayaka idan pravṛtti vala perali karanavā
Isuru_114|siyalu ma vargavala varṇavat‌ pot‌ pēḷivalin‌ ēvā puravā tibiṇa|siyalu ma vargavala varṇavat pot pēḷivalin ēvā puravā tibiṇa
Isuru_115|pera dinayaka mā pemkala yuvatiya mā putu nalavanavā|pera dinayaka mā pemkala yuvatiya mā putu nalavanavā
Isuru_116|ræyat davālat  keṭi citrapaṭayen  hantāne kathāva  ṭa ekatuvunu mohu  ahas gavva  harahā lāṁkēya sinamāva purāma rastiyādugæsuvēya.|ræyat davālat keṭi citrapaṭayen hantāne kathāva ṭa ekatuvunu mohu ahas gavva harahā lāṁkēya sinamāva purāma rastiyādugæsuvēya.
Isuru_117|kristu varşa paḷamuvana siyavasē yudev vitrakalāvala rūpa ættē næti taramya|kristu varşa paḷamuvana siyavasē yudev vitrakalāvala rūpa ættē næti taramya
Isuru_118|gedarin akamæti vīmayi māva ayin karapu ekayi atarē sambande mokakda kiyalā maṭa kiyanavada|gedarin akamæti vīmayi māva ayin karapu ekayi atarē sambande mokakda kiyalā maṭa kiyanavada
Isuru_119|meyālama nē poḍi un yana ena nidahas caturassarē tola dānna dennē næteyi kiyālā ara sikkā|meyālama nē poḍi un yana ena nidahas caturassarē tola dānna dennē næteyi kiyālā ara sikkā
Isuru_120|mæriyan nōnā tamayi apē pantiyaṭa rasama rasa bat eka evannē|mæriyan nōnā tamayi apē pantiyaṭa rasama rasa bat eka evannē
Isuru_121|anika mahā gaṁvatura gæna saṉdahan novunat janapravādayē ena mahāsammata raju tōrā patkara gænīma saha hindu manu|anika mahā gaṁvatura gæna saṉdahan novunat janapravādayē ena mahāsammata raju tōrā patkara gænīma saha hindu manu
